id,title,published,last_modified,cvss_score,severity,cvss_version,url,source_identifier,status
CVE-2025-61858,CVE-2025-61858 - An out-of-bounds write vulnerability exists in VS6,2025-10-10T11:15:43.390000Z,2025-10-10T11:15:43.390000Z,8.4,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-61858,vultures@jpcert.or.jp,Received
CVE-2025-61857,CVE-2025-61857 - V-SFT Font Parsing Out-of-Bounds Write Vulnerability,2025-10-10T11:15:43.200000Z,2025-10-10T11:15:43.200000Z,8.4,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-61857,vultures@jpcert.or.jp,Received
CVE-2025-61856,CVE-2025-61856 - V-SFT Buffer Overflow Vulnerability,2025-10-10T11:15:42.997000Z,2025-10-10T11:15:42.997000Z,8.4,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-61856,vultures@jpcert.or.jp,Received
CVE-2025-52635,CVE-2025-52635 - HCL AION is susceptible to Trusted types in scripts not enforced in CSP,2025-10-10T11:15:42.833000Z,2025-10-10T11:15:42.833000Z,3.7,LOW,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52635,psirt@hcl.com,Received
CVE-2025-52625,CVE-2025-52625 - HCL AION is susceptible to Cacheable SSL Page Found vulnerability,2025-10-10T11:15:42.643000Z,2025-10-10T11:15:42.643000Z,3.7,LOW,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52625,psirt@hcl.com,Received
CVE-2025-52624,CVE-2025-52624 - HCL AION is susceptible to Bypass of the script allow list configuration vulnerability,2025-10-10T11:15:42.423000Z,2025-10-10T11:15:42.423000Z,5.4,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52624,psirt@hcl.com,Received
CVE-2025-11190,CVE-2025-11190 - CVE-2025-11190,2025-10-10T11:15:41.620000Z,2025-10-10T11:15:41.620000Z,0.0,,,https://cvefeed.io/vuln/detail/CVE-2025-11190,cret@cert.org,Received
CVE-2025-11189,CVE-2025-11189 - CVE-2025-11189,2025-10-10T11:15:41.497000Z,2025-10-10T11:15:41.497000Z,0.0,,,https://cvefeed.io/vuln/detail/CVE-2025-11189,cret@cert.org,Received
CVE-2025-11188,CVE-2025-11188 - CVE-2025-11188,2025-10-10T11:15:40.407000Z,2025-10-10T11:15:40.407000Z,0.0,,,https://cvefeed.io/vuln/detail/CVE-2025-11188,cret@cert.org,Received
CVE-2025-52650,CVE-2025-52650 - HCL AION is susceptible to Inline script execution allowed in CSP vulnerability,2025-10-10T10:15:35.320000Z,2025-10-10T10:15:35.320000Z,8.2,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52650,psirt@hcl.com,Received
CVE-2025-52634,CVE-2025-52634 - HCL AION is susceptible to  Spring Boot Actuator Endpoints Exposed,2025-10-10T10:15:35.137000Z,2025-10-10T10:15:35.137000Z,3.7,LOW,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52634,psirt@hcl.com,Received
CVE-2025-52632,CVE-2025-52632 - HCL AION is susceptible to Missing Secure Attribute in Encrypted Session (SSL) Cookie vulnerability,2025-10-10T10:15:34.937000Z,2025-10-10T10:15:34.937000Z,6.5,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52632,psirt@hcl.com,Received
CVE-2025-52630,"CVE-2025-52630 - HCL AION is susceptible to Missing or insecure ""X-Content-Type-Options"" header vulnerability",2025-10-10T10:15:34.737000Z,2025-10-10T10:15:34.737000Z,3.7,LOW,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52630,psirt@hcl.com,Received
CVE-2025-41089,CVE-2025-41089 - Reflected Cross-Site Scripting (XSS) in CMS,2025-10-10T10:15:34.543000Z,2025-10-10T10:15:34.543000Z,4.8,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-41089,cve-coordination@incibe.es,Received
CVE-2025-41088,CVE-2025-41088 - Stored Cross-Site Scripting (XSS) in CMS,2025-10-10T10:15:34.350000Z,2025-10-10T10:15:34.350000Z,5.1,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-41088,cve-coordination@incibe.es,Received
CVE-2025-37727,CVE-2025-37727 - Elasticsearch Insertion of sensitive information in log file,2025-10-10T10:15:34.167000Z,2025-10-10T10:15:34.167000Z,5.7,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-37727,bressers@elastic.co,Received
CVE-2025-30001,CVE-2025-30001 - Apache StreamPark: Authenticated users can trigger remote command execution,2025-10-10T10:15:33.960000Z,2025-10-10T10:15:33.960000Z,0.0,,,https://cvefeed.io/vuln/detail/CVE-2025-30001,security@apache.org,Received
CVE-2025-25018,CVE-2025-25018 - Kibana Stored Cross-Site Scripting (XSS),2025-10-10T10:15:33.743000Z,2025-10-10T10:15:33.743000Z,8.7,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-25018,bressers@elastic.co,Received
CVE-2025-25017,CVE-2025-25017 - Kibana Stored Cross-Site Scripting (XSS),2025-10-10T10:15:32.900000Z,2025-10-10T10:15:32.900000Z,8.2,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-25017,bressers@elastic.co,Received
CVE-2025-52655,CVE-2025-52655 - HCL MyXalytics is affected by a Cross-Domain Script Include vulnerability.,2025-10-10T09:15:37.593000Z,2025-10-10T09:15:37.593000Z,3.1,LOW,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52655,psirt@hcl.com,Received
CVE-2025-40640,CVE-2025-40640 - Multiple vulnerabilities in Energy CRM by Status Tracker,2025-10-10T09:15:34.753000Z,2025-10-10T09:15:34.753000Z,5.1,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-40640,cve-coordination@incibe.es,Received
CVE-2025-62292,CVE-2025-62292 - SonarQube Information Disclosure,2025-10-10T07:15:43.937000Z,2025-10-10T07:15:43.937000Z,4.3,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-62292,cve@mitre.org,Received
CVE-2025-21070,CVE-2025-21070 - Samsung Notes Out-of-Bounds Write Buffer Overflow,2025-10-10T07:15:43.513000Z,2025-10-10T07:15:43.513000Z,4.0,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21070,mobile.security@samsung.com,Received
CVE-2025-21069,CVE-2025-21069 - Samsung Notes OOB Read Vulnerability,2025-10-10T07:15:43.367000Z,2025-10-10T07:15:43.367000Z,4.0,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21069,mobile.security@samsung.com,Received
CVE-2025-21068,CVE-2025-21068 - Samsung Notes Out-of-bounds Read Vulnerability,2025-10-10T07:15:43.230000Z,2025-10-10T07:15:43.230000Z,4.0,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21068,mobile.security@samsung.com,Received
CVE-2025-21067,CVE-2025-21067 - Samsung Notes Out-of-Bounds Read,2025-10-10T07:15:43.080000Z,2025-10-10T07:15:43.080000Z,4.0,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21067,mobile.security@samsung.com,Received
CVE-2025-21066,CVE-2025-21066 - Samsung Notes SPI Decoder Out-of-Bounds Read Vulnerability,2025-10-10T07:15:42.940000Z,2025-10-10T07:15:42.940000Z,4.0,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21066,mobile.security@samsung.com,Received
CVE-2025-21065,CVE-2025-21065 - Zebra Technologies Privilege Escalation Vulnerability,2025-10-10T07:15:42.800000Z,2025-10-10T07:15:42.800000Z,6.6,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21065,mobile.security@samsung.com,Received
CVE-2025-21064,CVE-2025-21064 - D-Link Smart Switch Authentication Bypass Vulnerability,2025-10-10T07:15:42.637000Z,2025-10-10T07:15:42.637000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21064,mobile.security@samsung.com,Received
CVE-2025-21063,CVE-2025-21063 - Samsung Voice Recorder Lock Screen File Access Vulnerability,2025-10-10T07:15:42.493000Z,2025-10-10T07:15:42.493000Z,4.6,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21063,mobile.security@samsung.com,Received
CVE-2025-21062,CVE-2025-21062 - Smart Switch Cryptographic Algorithm Vulnerability (CWE-327),2025-10-10T07:15:42.333000Z,2025-10-10T07:15:42.333000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21062,mobile.security@samsung.com,Received
CVE-2025-21061,CVE-2025-21061 - Smart Switch Plain Text Data Exposure Vulnerability,2025-10-10T07:15:42.147000Z,2025-10-10T07:15:42.147000Z,7.1,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21061,mobile.security@samsung.com,Received
CVE-2025-21060,CVE-2025-21060 - Belkin Smart Switch Cleartext Sensitive Information Storage Vulnerability,2025-10-10T07:15:41.973000Z,2025-10-10T07:15:41.973000Z,5.5,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21060,mobile.security@samsung.com,Received
CVE-2025-21059,CVE-2025-21059 - Samsung Health Unauthorized Data Access Vulnerability,2025-10-10T07:15:41.807000Z,2025-10-10T07:15:41.807000Z,6.2,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21059,mobile.security@samsung.com,Received
CVE-2025-21058,CVE-2025-21058 - Android SystemUI Privilege Escalation Vulnerability,2025-10-10T07:15:41.633000Z,2025-10-10T07:15:41.633000Z,7.3,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21058,mobile.security@samsung.com,Received
CVE-2025-21057,CVE-2025-21057 - Samsung Notes Intentional Disclosure of Shared Notes Vulnerability,2025-10-10T07:15:41.457000Z,2025-10-10T07:15:41.457000Z,4.0,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21057,mobile.security@samsung.com,Received
CVE-2025-21055,CVE-2025-21055 - Qualcomm Read/Write Out-of-Bounds,2025-10-10T07:15:41.270000Z,2025-10-10T07:15:41.270000Z,4.3,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21055,mobile.security@samsung.com,Received
CVE-2025-21054,CVE-2025-21054 - Out-of-bounds read in the parsing header for JPEG ,2025-10-10T07:15:41.087000Z,2025-10-10T07:15:41.087000Z,4.0,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21054,mobile.security@samsung.com,Received
CVE-2025-21053,CVE-2025-21053 - Adobe LibPadm JPEG Out-of-Bounds Write Vulnerability,2025-10-10T07:15:40.910000Z,2025-10-10T07:15:40.910000Z,4.0,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21053,mobile.security@samsung.com,Received
CVE-2025-21052,CVE-2025-21052 - Apache Padma JPEG Decoder Out-of-Bounds Write Vulnerability,2025-10-10T07:15:40.753000Z,2025-10-10T07:15:40.753000Z,4.0,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21052,mobile.security@samsung.com,Received
CVE-2025-21051,CVE-2025-21051 - Adobe libpadm JPEG Out-of-Bounds Write Vulnerability,2025-10-10T07:15:40.593000Z,2025-10-10T07:15:40.593000Z,4.0,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21051,mobile.security@samsung.com,Received
CVE-2025-21050,CVE-2025-21050 - Apple Contacts Data Exfiltration Vulnerability,2025-10-10T07:15:40.427000Z,2025-10-10T07:15:40.427000Z,7.1,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21050,mobile.security@samsung.com,Received
CVE-2025-21049,CVE-2025-21049 - Fortinet FortiOS Authentication Bypass,2025-10-10T07:15:40.267000Z,2025-10-10T07:15:40.267000Z,5.5,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21049,mobile.security@samsung.com,Received
CVE-2025-21048,CVE-2025-21048 - Samsung Knox Enterprise Path Traversal Vulnerability,2025-10-10T07:15:40.087000Z,2025-10-10T07:15:40.087000Z,6.7,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21048,mobile.security@samsung.com,Received
CVE-2025-21047,CVE-2025-21047 - KnoxGuard Privileged API Access Control Bypass Vulnerability,2025-10-10T07:15:39.900000Z,2025-10-10T07:15:39.900000Z,5.2,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21047,mobile.security@samsung.com,Received
CVE-2025-21046,CVE-2025-21046 - Samsung DeX Physical App List Exposure,2025-10-10T07:15:39.713000Z,2025-10-10T07:15:39.713000Z,2.4,LOW,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21046,mobile.security@samsung.com,Received
CVE-2025-21045,CVE-2025-21045 - Galaxy Watch Insecure Storage of Sensitive Information Vulnerability,2025-10-10T07:15:39.517000Z,2025-10-10T07:15:39.517000Z,4.0,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21045,mobile.security@samsung.com,Received
CVE-2025-21044,CVE-2025-21044 - Qualcomm Snapdragon OOB Write Vulnerability,2025-10-10T07:15:38.200000Z,2025-10-10T07:15:38.200000Z,5.7,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21044,mobile.security@samsung.com,Received
CVE-2025-10124,CVE-2025-10124 - Booking Manager < 2.1.15 - Contributor+ Booking Deletion,2025-10-10T06:15:32.217000Z,2025-10-10T06:15:32.217000Z,0.0,,,https://cvefeed.io/vuln/detail/CVE-2025-10124,contact@wpscan.com,Received
CVE-2025-61871,CVE-2025-61871 - Buffalo INC. NAS Navigator2 Unquoted Service Path Privilege Escalation,2025-10-10T05:15:33.587000Z,2025-10-10T05:15:33.587000Z,8.4,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-61871,vultures@jpcert.or.jp,Received
CVE-2025-11570,CVE-2025-11570 - Drupal Pattern Lab Unified Twig Extensions Cross-site Scripting (XSS),2025-10-10T05:15:33.380000Z,2025-10-10T05:15:33.380000Z,4.8,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-11570,report@snyk.io,Received
CVE-2025-11569,CVE-2025-11569 - Apache Cross-Zip Directory Traversal Vulnerability,2025-10-10T05:15:32.190000Z,2025-10-10T05:15:32.190000Z,7.7,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-11569,report@snyk.io,Received
CVE-2025-11450,CVE-2025-11450 - Reflected Cross Site Scripting in ServiceNow AI Platform,2025-10-10T02:15:38.610000Z,2025-10-10T02:15:38.610000Z,5.3,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-11450,psirt@servicenow.com,Received
CVE-2025-11449,CVE-2025-11449 - Reflected Cross Site Scripting in ServiceNow AI Platform,2025-10-10T02:15:38.440000Z,2025-10-10T02:15:38.440000Z,5.3,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-11449,psirt@servicenow.com,Received
CVE-2025-60378,"CVE-2025-60378 - ""RISE Ultimate Project Manager & CRM Stored HTML Injection""",2025-10-10T00:00:00Z,2025-10-10T14:34:02.982000Z,0.0,,,https://cvefeed.io/vuln/detail/CVE-2025-60378,mitre,PUBLISHED
CVE-2025-61928,CVE-2025-61928 - Better Auth: Unauthenticated API key creation through api-key plugin,2025-10-09T22:15:32.817000Z,2025-10-09T22:15:32.817000Z,9.3,CRITICAL,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-61928,security-advisories@github.com,Received
CVE-2025-61926,CVE-2025-61926 - Allstar Reviewbot has Authentication Bypass via Hard-coded Webhook Secret,2025-10-09T22:15:32.630000Z,2025-10-09T22:15:32.630000Z,4.6,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-61926,security-advisories@github.com,Received
CVE-2025-62240,CVE-2025-62240 - Liferay Portal Liferay DXP Calendar XSS Vulnerability,2025-10-09T21:15:40.300000Z,2025-10-09T21:15:40.300000Z,4.8,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-62240,security@liferay.com,Received
CVE-2025-61783,CVE-2025-61783 - Python Social Auth - Django has unsafe account association,2025-10-09T21:15:40.127000Z,2025-10-09T21:15:40.127000Z,6.3,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-61783,security-advisories@github.com,Received
CVE-2025-61779,CVE-2025-61779 - Trustee's attestation-policy endpoint is not protected by admin autentication,2025-10-09T21:15:39.960000Z,2025-10-09T21:15:39.960000Z,8.7,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-61779,security-advisories@github.com,Received
CVE-2025-61773,CVE-2025-61773 - pyLoad CNL and captcha handlers allow code Injection via unsanitized parameters,2025-10-09T21:15:39.793000Z,2025-10-09T21:15:39.793000Z,8.1,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-61773,security-advisories@github.com,Received
CVE-2025-61602,CVE-2025-61602 - BigBlueButton vulnerable to Chat DoS via invalid reactionEmojiId,2025-10-09T21:15:39.640000Z,2025-10-09T21:15:39.640000Z,7.5,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-61602,security-advisories@github.com,Received
CVE-2025-61601,CVE-2025-61601 - BigBlueButton vulnerable to DoS via PollSubmitVote GraphQL mutation,2025-10-09T21:15:39.477000Z,2025-10-09T21:15:39.477000Z,7.5,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-61601,security-advisories@github.com,Received
CVE-2025-60375,CVE-2025-60375 - Perfex CRM Authentication Bypass Vulnerability,2025-10-09T21:15:39.323000Z,2025-10-09T21:15:39.323000Z,0.0,,,https://cvefeed.io/vuln/detail/CVE-2025-60375,cve@mitre.org,Received
CVE-2025-59286,CVE-2025-59286 - Copilot Spoofing Vulnerability,2025-10-09T21:15:39.133000Z,2025-10-09T21:15:39.133000Z,6.5,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-59286,secure@microsoft.com,Received
CVE-2025-59272,CVE-2025-59272 - Copilot Spoofing Vulnerability,2025-10-09T21:15:38.930000Z,2025-10-09T21:15:38.930000Z,6.5,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-59272,secure@microsoft.com,Received
CVE-2025-59271,CVE-2025-59271 - Redis Enterprise Elevation of Privilege Vulnerability,2025-10-09T21:15:38.763000Z,2025-10-09T21:15:38.763000Z,8.7,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-59271,secure@microsoft.com,Received
CVE-2025-59252,CVE-2025-59252 - M365 Copilot Spoofing Vulnerability,2025-10-09T21:15:38.600000Z,2025-10-09T21:15:38.600000Z,6.5,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-59252,secure@microsoft.com,Received
CVE-2025-59247,CVE-2025-59247 - Azure PlayFab Elevation of Privilege Vulnerability,2025-10-09T21:15:38.433000Z,2025-10-09T21:15:38.433000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-59247,secure@microsoft.com,Received
CVE-2025-59246,CVE-2025-59246 - Azure Entra ID Elevation of Privilege Vulnerability,2025-10-09T21:15:38.267000Z,2025-10-09T21:15:38.267000Z,9.8,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-59246,secure@microsoft.com,Received
CVE-2025-59218,CVE-2025-59218 - Azure Entra ID Elevation of Privilege Vulnerability,2025-10-09T21:15:38.093000Z,2025-10-09T21:15:38.093000Z,9.6,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-59218,secure@microsoft.com,Received
CVE-2025-55321,CVE-2025-55321 - Azure Monitor Log Analytics Spoofing Vulnerability,2025-10-09T21:15:37.890000Z,2025-10-09T21:15:37.890000Z,8.7,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-55321,secure@microsoft.com,Received
CVE-2025-43296,CVE-2025-43296 - Apple macOS Gatekeeper Logic Flaw,2025-10-09T21:15:37.767000Z,2025-10-09T21:15:37.767000Z,0.0,,,https://cvefeed.io/vuln/detail/CVE-2025-43296,product-security@apple.com,Received
CVE-2025-35062,CVE-2025-35062 - Newforma Info Exchange (NIX) default anonymous access,2025-10-09T21:15:37.607000Z,2025-10-09T21:15:37.607000Z,6.9,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-35062,9119a7d8-5eab-497f-8521-727c672e3725,Received
CVE-2025-35061,CVE-2025-35061 - Newforma Info Exchange (NIX) forced NTLMv2 authentication via /NPCSRemoteWeb/LegacyIntegrationServices.asmx,2025-10-09T21:15:37.460000Z,2025-10-09T21:15:37.460000Z,8.2,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-35061,9119a7d8-5eab-497f-8521-727c672e3725,Received
CVE-2025-35060,CVE-2025-35060 - Newforma Info Exchange (NIX) stored XSS via SVG file upload,2025-10-09T21:15:37.297000Z,2025-10-09T21:15:37.297000Z,5.5,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-35060,9119a7d8-5eab-497f-8521-727c672e3725,Received
CVE-2025-35059,CVE-2025-35059 - Newforma Info Exchange (NIX) open URL redirect via /DownloadWeb/hyperlinkredirect.aspx,2025-10-09T21:15:37.143000Z,2025-10-09T21:15:37.143000Z,5.3,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-35059,9119a7d8-5eab-497f-8521-727c672e3725,Received
CVE-2025-35058,CVE-2025-35058 - Newforma Info Exchange (NIX) forced NTLMv2 authentication via /UserWeb/Common/MarkupServices.ashx,2025-10-09T21:15:36.983000Z,2025-10-09T21:15:36.983000Z,8.2,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-35058,9119a7d8-5eab-497f-8521-727c672e3725,Received
CVE-2025-35057,CVE-2025-35057 - Newforma Info Exchange (NIX) forced NTLMv2 authentication via /RemoteWeb/IntegrationServices.ashx,2025-10-09T21:15:36.827000Z,2025-10-09T21:15:36.827000Z,6.0,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-35057,9119a7d8-5eab-497f-8521-727c672e3725,Received
CVE-2025-35056,CVE-2025-35056 - Newforma Info Exchange (NIX) limited file read,2025-10-09T21:15:36.670000Z,2025-10-09T21:15:36.670000Z,5.3,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-35056,9119a7d8-5eab-497f-8521-727c672e3725,Received
